長万部	おしゃまんべ	Oshamambe	H47	函館本線	北海道	長万部町	42.512472	140.375083
尾白内	おしろない	Oshironai	N64	函館本線(砂原支線)	北海道	森町	42.111222	140.613464
大楽毛	おたのしけ	Otanoshike	K50	根室本線	北海道	釧路市	43.009325	144.27265
小樽	おたる	Otaru	S15	函館本線	北海道	小樽市	43.197556	140.993861
小樽築港	おたるちっこう	Otaruchikkō	S13	函館本線	北海道	小樽市	43.180861	141.027806
落石	おちいし	Ochiishi		根室本線	北海道	根室市	43.198361	145.5195
音威子府	おといねっぷ	Otoineppu	W61	宗谷本線	北海道	音威子府村	44.729167	142.26
落部	おとしべ	Otoshibe	H57	函館本線	北海道	八雲町	42.187694	140.421389
帯広	おびひろ	Obihiro	K31	根室本線	北海道	帯広市	42.918	143.202056
尾幌	おぼろ	Oboro		根室本線	北海道	厚岸町	43.018472	144.703864
音別	おんべつ	Ombetsu	K45	根室本線	北海道	釧路市	42.889053	143.931767
掛澗	かかりま	Kakarima	N65	函館本線(砂原支線)	北海道	森町	42.119211	140.646094
学田	がくでん	Gakuden	F44	富良野線	北海道	富良野市	43.366239	142.3861
神楽岡	かぐらおか	Kaguraoka	F29	富良野線	北海道	旭川市	43.744861	142.358361
桂台	かつらだい	Katsuradai	B79	釧網本線	北海道	網走市	44.017036	144.273272
兜沼	かぶとぬま	Kabutonuma	W76	宗谷本線	北海道	豊富町	45.22025	141.697222
上芦別	かみあしべつ	Kami-Ashibetsu	T27	根室本線	北海道	芦別市	43.48885	142.211061
上尾幌	かみおぼろ	Kami-Oboro		根室本線	北海道	厚岸町	43.032908	144.612419
上川	かみかわ	Kamikawa	A43	石北本線	北海道	上川町	43.848733	142.766689
上野幌	かみのっぽろ	Kami-Nopporo	H06	千歳線	北海道	札幌市厚別区	43.016436	141.486889
上富良野	かみふらの	Kami-Furano	F39	富良野線	北海道	上富良野町	43.464114	142.468767
上幌向	かみほろむい	Kami-Horomui	A12	函館本線	北海道	岩見沢市	43.181222	141.714086
茅沼	かやぬま	Kayanuma	B59	釧網本線	北海道	標茶町	43.202097	144.503789
川端	かわばた	Kawabata	K17	石勝線	北海道	由仁町	42.914722	141.894792
川湯温泉	かわゆおんせん	Kawayu-Onsen	B66	釧網本線	北海道	弟子屈町	43.61645	144.458108
桔梗	ききょう	Kikyō	H73	函館本線	北海道	函館市	41.846736	140.723044
木古内	きこない	Kikonai		北海道新幹線	北海道	木古内町	41.677722	140.434111
北一已	きたいちやん	Kita-Ichiyan		留萌本線	北海道	深川市	43.742133	142.014578
北秩父別	きたちっぷべつ	Kita-Chippubetsu		留萌本線	北海道	秩父別町	43.789297	141.961003
北永山	きたながやま	Kita-Nagayama	W32	宗谷本線	北海道	旭川市	43.826806	142.454667
北浜	きたはま	Kitahama	B76	釧網本線	北海道	網走市	43.958406	144.352636
北美瑛	きたびえい	Kita-Biei	F36	富良野線	北海道	美瑛町	43.617878	142.479617
北広島	きたひろしま	Kita-Hiroshima	H07	千歳線	北海道	北広島市	42.978736	141.563189
北舟岡	きたふなおか	Kita-Funaoka	H37	室蘭本線	北海道	伊達市	42.450317	140.880664
北見	きたみ	Kitami	A60	石北本線	北海道	北見市	43.805017	143.897306
北吉原	きたよしはら	Kita-Yoshihara	H25	室蘭本線	北海道	白老町	42.509117	141.286197
清里町	きよさとちょう	Kiyosatochō	B69	釧網本線	北海道	清里町	43.838636	144.593911
銀山	ぎんざん	Ginzan	S21	函館本線	北海道	仁木町	43.040933	140.715297
釧路	くしろ	Kushiro	K53	根室本線	北海道	釧路市	42.99025	144.38225
釧路湿原	くしろしつげん	Kushiroshitsugen	B56	釧網本線	北海道	釧路町	43.100639	144.447889
倶知安	くっちゃん	Kutchan	S23	函館本線	北海道	倶知安町	42.901642	140.745469
栗丘	くりおか	Kurioka		室蘭本線	北海道	岩見沢市	43.085792	141.744317
栗沢	くりさわ	Kurisawa		室蘭本線	北海道	岩見沢市	43.120764	141.739817
栗山	くりやま	Kuriyama		室蘭本線	北海道	栗山町	43.058169	141.775628
黒岩	くろいわ	Kuroiwa	H51	函館本線	北海道	八雲町	42.368306	140.288167
黒松内	くろまつない	Kuromatsunai	S30	函館本線	北海道	黒松内町	42.669608	140.305703
国縫	くんぬい	Kunnui	H49	函館本線	北海道	長万部町	42.439333	140.320889
原生花園(臨)	げんせいかえん	Genseikaen	B75	釧網本線	北海道	小清水町	43.940994	144.414417
剣淵	けんぶち	Kembuchi	W40	宗谷本線	北海道	剣淵町	44.096389	142.364444
光珠内	こうしゅない	Kōshunai	A15	函館本線	北海道	美唄市	43.292583	141.844778
黄金	こがね	Kogane	H35	室蘭本線	北海道	伊達市	42.386606	140.908042
小沢	こざわ	Kozawa	S22	函館本線	北海道	共和町	42.971878	140.677578
虎杖浜	こじょうはま	Kojōhama	H27	室蘭本線	北海道	白老町	42.464694	141.215092
琴似	ことに	Kotoni	S03	函館本線	北海道	札幌市西区	43.081522	141.307569
小幌	こぼろ	Koboro	H45	室蘭本線	北海道	豊浦町	42.5897	140.537319
駒ヶ岳	こまがたけ	Komagatake	H65	函館本線	北海道	森町	42.038696	140.61058
五稜郭	ごりょうかく	Goryōkaku	H74	函館本線	北海道	函館市	41.803417	140.733833
昆布	こんぶ	Kombu	S26	函館本線	北海道	蘭越町	42.797953	140.596247
昆布盛	こんぶもり	Kombumori		根室本線	北海道	根室市	43.228592	145.542444
崎守	さきもり	Sakimori	H34	室蘭本線	北海道	室蘭市	42.374064	140.926803
佐久	さく	Saku	W63	宗谷本線	北海道	中川町	44.744	142.048472
桜岡	さくらおか	Sakuraoka	A34	石北本線	北海道	旭川市	43.801944	142.486944
咲来	さっくる	Sakkuru	W60	宗谷本線	北海道	音威子府村	44.692778	142.2675
札弦	さっつる	Sattsuru	B68	釧網本線	北海道	清里町	43.786497	144.531719
札内	さつない	Satsunai	K32	根室本線	北海道	幕別町	42.912697	143.256247
札幌	さっぽろ	Sapporo	01	函館本線	北海道	札幌市北区	43.068611	141.350778
サッポロビール庭園	さっぽろびーるていえん	Sapporo-beer-Teien	H11	千歳線	北海道	恵庭市	42.867489	141.604808
塩狩	しおかり	Shiokari	W37	宗谷本線	北海道	和寒町	43.967639	142.454722
塩谷	しおや	Shioya	S16	函館本線	北海道	小樽市	43.202628	140.924772
鹿討	しかうち	Shikauchi	F43	富良野線	北海道	中富良野町	43.387514	142.404853
鹿部	しかべ	Shikabe	N68	函館本線(砂原支線)	北海道	鹿部町	42.064389	140.771394
然別	しかりべつ	Shikaribetsu	S20	函館本線	北海道	仁木町	43.125508	140.737211
静狩	しずかり	Shizukari	H46	室蘭本線	北海道	長万部町	42.584064	140.460025
篠路	しのろ	Shinoro	G08	札沼線	北海道	札幌市北区	43.145144	141.364383
志文	しぶん	Shibun		室蘭本線	北海道	岩見沢市	43.158856	141.744592
標茶	しべちゃ	Shibecha	B61	釧網本線	北海道	標茶町	43.298419	144.608414
士別	しべつ	Shibetsu	W42	宗谷本線	北海道	士別市	44.1725	142.388278
島松	しままつ	Shimamatsu	H08	千歳線	北海道	恵庭市	42.921808	141.573453
占冠	しむかっぷ	Shimukappu	K21	石勝線	北海道	占冠村	42.993039	142.400081
下沼	しもぬま	Shimonuma	W73	宗谷本線	北海道	幌延町	45.037083	141.758056
社台	しゃだい	Shadai	H22	室蘭本線	北海道	白老町	42.578733	141.417522
庶路	しょろ	Shoro	K49	根室本線	北海道	白糠町	42.983639	144.149986
白老	しらおい	Shiraoi	H23	室蘭本線	北海道	白老町	42.554708	141.360125
白滝	しらたき	Shirataki	A45	石北本線	北海道	遠軽町	43.884744	143.181294
白糠	しらぬか	Shiranuka	K47	根室本線	北海道	白糠町	42.956161	144.076878
知床斜里	しれとこしゃり	Shiretoko-Shari	B72	釧網本線	北海道	斜里町	43.910972	144.661608
白石	しろいし	Shiroishi	H03	函館本線	北海道	札幌市白石区	43.054917	141.41375
新青森	しんあおもり	Shin-Aomori		北海道新幹線	青森県	青森市	40.8275	140.693472
新旭川	しんあさひかわ	Shin-Asahikawa	A30	宗谷本線	北海道	旭川市	43.779861	142.384444
新大楽毛	しんおたのしけ	Shin-Otanoshike	K51	根室本線	北海道	釧路市	43.009422	144.294678
新川	しんかわ	Shinkawa	G04	札沼線	北海道	札幌市北区	43.098167	141.323444
新琴似	しんことに	Shin-Kotoni	G05	札沼線	北海道	札幌市北区	43.113083	141.33525
新札幌	しんさっぽろ	Shin-Sapporo	H05	千歳線	北海道	札幌市厚別区	43.038789	141.472469
新千歳空港	しんちとせくうこう	New Chitose Airport	AP15	千歳線(空港支線)	北海道	千歳市	42.7876	141.681397
新得	しんとく	Shintoku	K23	根室本線	北海道	新得町	43.082419	142.832489
新函館北斗	しんはこだてほくと	Shin-Hakodate-Hokuto	H70	函館本線・北海道新幹線	北海道	北斗市	41.904694	140.648361
新富士	しんふじ	Shin-Fuji	K52	根室本線	北海道	釧路市	43.001786	144.349836
新夕張	しんゆうばり	Shin-Yūbari	K20	石勝線	北海道	夕張市	42.936597	142.036586
新吉野	しんよしの	Shin-Yoshino	K39	根室本線	北海道	浦幌町	42.778239	143.608261
森林公園	しんりんこうえん	Shinrinkōen	A05	函館本線	北海道	札幌市厚別区	43.056489	141.481281
砂川	すながわ	Sunagawa	A20	函館本線	北海道	砂川市	43.493056	141.909167
瀬戸瀬	せとせ	Setose	A49	石北本線	北海道	遠軽町	44.008725	143.421042
銭函	ぜにばこ	Zenibako	S11	函館本線	北海道	小樽市	43.143656	141.159675
桑園	そうえん	Sōen	S02	函館本線	北海道	札幌市中央区	43.070981	141.331358
大成	たいせい	Taisei	K28	根室本線	北海道	芽室町	42.918822	143.07145
太平	たいへい	Taihei	G06	札沼線	北海道	札幌市北区	43.123864	141.349097
高砂	たかさご	Takasago	A08	函館本線	北海道	江別市	43.099978	141.540667
滝川	たきかわ	Takikawa	A21	函館本線	北海道	滝川市	43.555139	141.901194
拓北	たくほく	Takuhoku	G09	札沼線	北海道	札幌市北区	43.155597	141.381117
竹浦	たけうら	Takeura	H26	室蘭本線	北海道	白老町	42.492839	141.260394
伊達紋別	だてもんべつ	Datemombetsu	H38	室蘭本線	北海道	伊達市	42.469311	140.856194
多寄	たよろ	Tayoro	W44	宗谷本線	北海道	士別市	44.240556	142.396111
端野	たんの	Tanno	A63	石北本線	北海道	北見市	43.851222	143.942411
智恵文	ちえぶん	Chiebun	W51	宗谷本線	北海道	名寄市	44.455278	142.414722
近文	ちかぶみ	Chikabumi	A27	函館本線	北海道	旭川市	43.7895	142.325611
秩父別	ちっぷべつ	Chippubetsu		留萌本線	北海道	秩父別町	43.768756	141.967775
千歳	ちとせ	Chitose	H13	千歳線	北海道	千歳市	42.828439	141.651747
智北	ちほく	Chihoku	W52	宗谷本線	北海道	名寄市	44.461333	142.395361
茶志内	ちゃしない	Chashinai	A17	函館本線	北海道	美唄市	43.369722	141.873
茶内	ちゃない	Chanai		根室本線	北海道	浜中町	43.129281	145.027997
千代ヶ岡	ちよがおか	Chiyogaoka	F35	富良野線	北海道	旭川市	43.643775	142.451058
手稲	ていね	Teine	S07	函館本線	北海道	札幌市手稲区	43.120158	141.243789
天塩川温泉	てしおがわおんせん	Teshiogawa-Onsen	W59	宗谷本線	北海道	音威子府村	44.664861	142.258556
天塩中川	てしおなかがわ	Teshio-Nakagawa	W64	宗谷本線	北海道	中川町	44.811889	142.075222
遠浅	とあさ	Toasa		室蘭本線	北海道	安平町	42.729367	141.769422
問寒別	といかんべつ	Toikambetsu	W66	宗谷本線	北海道	幌延町	44.912472	142.025528
当別	とうべつ	Tōbetsu	G13	札沼線	北海道	当別町	43.222331	141.514597
当麻	とうま	Tōma	A35	石北本線	北海道	当麻町	43.825556	142.517
洞爺	とうや	Tōya	H41	室蘭本線	北海道	洞爺湖町	42.550786	140.763711
塘路	とうろ	Tōro	B58	釧網本線	北海道	標茶町	43.151719	144.496811
十弗	とおふつ	Tōfutsu	K37	根室本線	北海道	豊頃町	42.855739	143.500808
遠矢	とおや	Tōya	B55	釧網本線	北海道	釧路町	43.047886	144.458386
十勝清水	とかちしみず	Tokachi-Shimizu	K24	根室本線	北海道	清水町	43.013797	142.879789
利別	としべつ	Toshibetsu	K35	根室本線	北海道	池田町	42.934678	143.424369
苫小牧	とまこまい	Tomakomai	H18	室蘭本線	北海道	苫小牧市	42.639783	141.596772
トマム	とまむ	Tomamu	K22	石勝線	北海道	占冠村	43.055925	142.6109
富浦	とみうら	Tomiura	H29	室蘭本線	北海道	登別市	42.441925	141.156489
豊浦	とようら	Toyoura	H42	室蘭本線	北海道	豊浦町	42.580275	140.715372
豊頃	とよころ	Toyokoro	K38	根室本線	北海道	豊頃町	42.817533	143.538639
豊富	とよとみ	Toyotomi	W74	宗谷本線	北海道	豊富町	45.104528	141.772389
豊沼	とよぬま	Toyonuma	A19	函館本線	北海道	砂川市	43.464722	141.901389
豊幌	とよほろ	Toyohoro	A10	函館本線	北海道	江別市	43.135747	141.623708
奈井江	ないえ	Naie	A18	函館本線	北海道	奈井江町	43.423611	141.888944
苗穂	なえぼ	Naebo	H02	函館本線	北海道	札幌市中央区	43.068533	141.377386
中愛別	なかあいべつ	Naka-Aibetsu	A39	石北本線	北海道	愛別町	43.896183	142.655486
中小国	なかおぐに	Naka-Oguni		海峡線	青森県	外ヶ浜町	41.051633	140.596911
中斜里	なかしゃり	Naka-Shari	B71	釧網本線	北海道	斜里町	43.874608	144.659033
中富良野	なかふらの	Naka-Furano	F42	富良野線	北海道	中富良野町	43.405669	142.4208
永山	ながやま	Nagayama	W31	宗谷本線	北海道	旭川市	43.814028	142.434361
長和	ながわ	Nagawa	H39	室蘭本線	北海道	伊達市	42.4885	140.833619
七飯	ななえ	Nanae	H71	函館本線	北海道	七飯町	41.887678	140.688214
名寄	なよろ	Nayoro	W48	宗谷本線	北海道	名寄市	44.349444	142.465278
名寄高校	なよろこうこう	Nayorokōkō	W47	宗谷本線	北海道	名寄市	44.552306	142.781611
仁木	にき	Niki	S19	函館本線	北海道	仁木町	43.154122	140.770833
西帯広	にしおびひろ	Nishi-Obihiro	K29	根室本線	北海道	帯広市	42.924117	143.125425
西神楽	にしかぐら	Nishi-Kagura	F33	富良野線	北海道	旭川市	43.682122	142.393483
錦岡	にしきおか	Nishikioka	H21	室蘭本線	北海道	苫小牧市	42.602606	141.486906
西北見	にしきたみ	Nishi-Kitami	A59	石北本線	北海道	北見市	43.803331	143.842244
西御料	にしごりょう	Nishi-Goryō	F31	富良野線	北海道	旭川市	43.721225	142.371364
西庶路	にししょろ	Nishi-Shoro	K48	根室本線	北海道	白糠町	42.976139	144.129825
西聖和	にしせいわ	Nishi-Seiwa	F34	富良野線	北海道	旭川市	43.66915	142.414503
西中	にしなか	Nishinaka	F40	富良野線	北海道	中富良野町	43.4295	142.441825
西瑞穂	にしみずほ	Nishi-Mizuho	F32	富良野線	北海道	旭川市	43.702614	142.38185
西女満別	にしめまんべつ	Nishi-Memambetsu	A66	石北本線	北海道	大空町	43.88	144.148194
西留辺蘂	にしるべしべ	Nishi-Rubeshibe	A55	石北本線	北海道	北見市	43.785383	143.603383
西和田	にしわだ	Nishi-Wada		根室本線	北海道	根室市	43.268028	145.541867
ニセコ	にせこ	Niseko	S25	函館本線	北海道	ニセコ町	42.808722	140.684583
日進	にっしん	Nisshin	W49	宗谷本線	北海道	名寄市	44.381667	142.467444
仁山	にやま	Niyama	H69	函館本線	北海道	七飯町	41.930011	140.635225
糠南	ぬかなん	Nukanan	W67	宗谷本線	北海道	幌延町	44.920639	142.000778
沼ノ端	ぬまのはた	Numanohata	H17	室蘭本線	北海道	苫小牧市	42.672194	141.693392
熱郛	ねっぷ	Neppu	S29	函館本線	北海道	黒松内町	42.675661	140.375122
根室	ねむろ	Nemuro		根室本線	北海道	根室市	43.326922	145.582708
野花南	のかなん	Nokanan	T28	根室本線	北海道	芦別市	43.474303	142.261789
野田生	のだおい	Nodaoi	H56	函館本線	北海道	八雲町	42.216972	140.376139
野幌	のっぽろ	Nopporo	A07	函館本線	北海道	江別市	43.092664	141.529578
登別	のぼりべつ	Noboribetsu	H28	室蘭本線	北海道	登別市	42.452083	141.180444
萩野	はぎの	Hagino	H24	室蘭本線	北海道	白老町	42.521158	141.306028
柏陽	はくよう	Hakuyō	A61	石北本線	北海道	北見市	43.825008	143.916997
柏林台	はくりんだい	Hakurindai	K30	根室本線	北海道	帯広市	42.928853	143.1645
函館	はこだて	Hakodate	H75	函館本線	北海道	函館市	41.773753	140.726317
八軒	はちけん	Hachiken	G03	札沼線	北海道	札幌市西区	43.085956	141.319083
発寒	はっさむ	Hassamu	S05	函館本線	北海道	札幌市西区	43.099794	141.277267
発寒中央	はっさむちゅうおう	Hassamuchūō	S04	函館本線	北海道	札幌市西区	43.089564	141.294128
浜厚真	はまあつま	Hama-Atsuma		日高本線	北海道	厚真町	42.60675	141.836925
浜小清水	はまこしみず	Hama-Koshimizu	B74	釧網本線	北海道	小清水町	43.933989	144.453189
浜中	はまなか	Hamanaka		根室本線	北海道	浜中町	43.157539	145.099658
早来	はやきた	Hayakita		室蘭本線	北海道	安平町	42.7653	141.814144
緋牛内	ひうしない	Hiushinai	A64	石北本線	北海道	北見市	43.880542	143.99955
美瑛	びえい	Biei	F37	富良野線	北海道	美瑛町	43.59105	142.461781
東相内	ひがしあいのない	Higashi-Ainonai	A58	石北本線	北海道	北見市	43.805458	143.810161
東旭川	ひがしあさひかわ	Higashi-Asahikawa	A32	石北本線	北海道	旭川市	43.776472	142.441583
東釧路	ひがしくしろ	Higashi-Kushiro	B54	根室本線	北海道	釧路市	42.995436	144.411536
東室蘭	ひがしむろらん	Higashi-Muroran	H32	室蘭本線	北海道	室蘭市	42.348825	141.025433
東森	ひがしもり	Higashi-Mori	N63	函館本線(砂原支線)	北海道	森町	42.106844	140.593564
比布	ぴっぷ	Pippu	W34	宗谷本線	北海道	比布町	43.874889	142.471667
美唄	びばい	Bibai	A16	函館本線	北海道	美唄市	43.331111	141.862139
美馬牛	びばうし	Bibaushi	F38	富良野線	北海道	美瑛町	43.537419	142.447164
美深	びふか	Bifuka	W54	宗谷本線	北海道	美深町	44.483283	142.350286
美幌	びほろ	Bihoro	A65	石北本線	北海道	美幌町	43.836811	144.105783
平岸	ひらぎし	Hiragishi	T25	根室本線	北海道	赤平市	43.5414	142.123883
比羅夫	ひらふ	Hirafu	S24	函館本線	北海道	倶知安町	42.848561	140.722614
美留和	びるわ	Biruwa	B65	釧網本線	北海道	弟子屈町	43.555278	144.437631
風連	ふうれん	Fūren	W46	宗谷本線	北海道	名寄市	44.292222	142.421389
深川	ふかがわ	Fukagawa	A24	函館本線	北海道	深川市	43.721111	142.041667
二股	ふたまた	Futamata	S32	函館本線	北海道	長万部町	42.575869	140.320822
太美	ふとみ	Futomi	G12	札沼線	北海道	当別町	43.189711	141.44865
富良野	ふらの	Furano	T30	根室本線	北海道	富良野市	43.346872	142.391281
古山	ふるさん	Furusan		室蘭本線	北海道	由仁町	42.975256	141.793967
平和	へいわ	Heiwa	H04	千歳線	北海道	札幌市白石区	43.046856	141.438642
別当賀	べっとが	Bettoga		根室本線	北海道	根室市	43.218428	145.423592
別保	べっぽ	Beppo		根室本線	北海道	釧路町	42.994392	144.469611
母恋	ぼこい	Bokoi	M35	室蘭本線(支線)	北海道	室蘭市	42.317194	140.989375
星置	ほしおき	Hoshioki	S09	函館本線	北海道	札幌市手稲区	43.132317	141.210881
ほしみ	ほしみ	Hoshimi	S10	函館本線	北海道	札幌市手稲区	43.13375	141.191389
細岡(臨)	ほそおか	Hosooka	B57	釧網本線	北海道	釧路町	43.104981	144.469625
北海道医療大学	ほっかいどういりょうだいがく	Hokkaidō-Iryōdaigaku	G14	札沼線	北海道	当別町	43.230922	141.549883
幌延	ほろのべ	Horonobe	W72	宗谷本線	北海道	幌延町	45.014611	141.845917
幌別	ほろべつ	Horobetsu	H30	室蘭本線	北海道	登別市	42.409842	141.107172
幌向	ほろむい	Horomui	A11	函館本線	北海道	岩見沢市	43.151464	141.655553
幕別	まくべつ	Makubetsu	K34	根室本線	北海道	幕別町	42.907844	143.359197
摩周	ましゅう	Mashū	B64	釧網本線	北海道	弟子屈町	43.48735	144.464047
鱒浦	ますうら	Masuura	B78	釧網本線	北海道	網走市	43.982758	144.296633
丸瀬布	まるせっぷ	Maruseppu	A48	石北本線	北海道	遠軽町	44.006478	143.335989
稀府	まれっぷ	Mareppu	H36	室蘭本線	北海道	伊達市	42.425903	140.898906
御影	みかげ	Mikage	K26	根室本線	北海道	清水町	42.942419	142.935739
三川	みかわ	Mikawa		室蘭本線	北海道	由仁町	42.945028	141.800719
御崎	みさき	Misaki	M34	室蘭本線(支線)	北海道	室蘭市	42.329178	140.993867
瑞穂	みずほ	Mizuho	W45	宗谷本線	北海道	士別市	44.266111	142.396111
緑	みどり	Midori	B67	釧網本線	北海道	清里町	43.718275	144.505531
緑が丘	みどりがおか	Midorigaoka	F30	富良野線	北海道	旭川市	43.731075	142.3657
南小樽	みなみおたる	Minami-Otaru	S14	函館本線	北海道	小樽市	43.187083	141.007722
南千歳	みなみちとせ	Minami-Chitose	H14	千歳線	北海道	千歳市	42.808272	141.675186
南永山	みなみながやま	Minami-Nagayama	A31	石北本線	北海道	旭川市	43.780453	142.409011
南稚内	みなみわっかない	Minami-Wakkanai	W79	宗谷本線	北海道	稚内市	45.398194	141.683
峰延	みねのぶ	Minenobu	A14	函館本線	北海道	美唄市	43.26475	141.814917
武佐	むさ	Musa		根室本線	北海道	釧路市	42.991761	144.425675
室蘭	むろらん	Muroran	M36	室蘭本線(支線)	北海道	室蘭市	42.317992	140.974447
恵み野	めぐみの	Megumino	H09	千歳線	北海道	恵庭市	42.902439	141.574522
目名	めな	Mena	S28	函館本線	北海道	蘭越町	42.761389	140.465681
女満別	めまんべつ	Memambetsu	A67	石北本線	北海道	大空町	43.915983	144.171003
芽室	めむろ	Memuro	k27	根室本線	北海道	芽室町	42.910022	143.048336
藻琴	もこと	Mokoto	B77	釧網本線	北海道	網走市	43.968322	144.320239
茂尻	もしり	Moshiri	T24	根室本線	北海道	赤平市	43.537306	142.082214
妹背牛	もせうし	Moseushi	A23	函館本線	北海道	妹背牛町	43.690639	141.966306
本輪西	もとわにし	Moto-Wanishi	H33	室蘭本線	北海道	室蘭市	42.359019	140.977753
森	もり	Mori	H62	函館本線	北海道	森町	42.108889	140.573972
門静	もんしず	Monshizu		根室本線	北海道	厚岸町	43.057556	144.782728
八雲	やくも	Yakumo	H54	函館本線	北海道	八雲町	42.253767	140.272939
安国	やすくに	Yasukuni	A51	石北本線	北海道	遠軽町	43.993261	143.535797
山越	やまこし	Yamakoshi	H55	函館本線	北海道	八雲町	42.231167	140.326583
山崎	やまさき	Yamasaki	H52	函館本線	北海道	八雲町	42.314278	140.274306
止別	やむべつ	Yamubetsu	B73	釧網本線	北海道	小清水町	43.921503	144.520033
勇知	ゆうち	Yūchi	W77	宗谷本線	北海道	稚内市	45.259139	141.684944
勇払	ゆうふつ	Yūfutsu		日高本線	北海道	苫小牧市	42.632194	141.727961
由仁	ゆに	Yuni		室蘭本線	北海道	由仁町	43.012206	141.785867
百合が原	ゆりがはら	Yurigahara	G07	札沼線	北海道	札幌市北区	43.131403	141.360722
余市	よいち	Yoichi	S18	函館本線	北海道	余市町	43.18645	140.794675
